sym,dir,entry_time,exit_time,entry,exit,shares,gross,costs,net,bars,rvol,r_mult,reason
CVX,long,2026-01-21 09:35:00-05:00,2026-01-21 09:42:00-05:00,168.0,167.56338461538462,28,-12.22523076923062,4.028808446276923,-16.254039215507543,8,0.427871205692419,-0.9999999999999883,stop_loss
FSLR,short,2026-01-21 09:35:00-05:00,2026-01-21 09:43:00-05:00,242.96,244.24281000000002,19,-24.373390000000228,3.9663898802420006,-28.33977988024223,9,0.23687928387273544,-1.0000000000000095,stop_loss
META,short,2026-01-21 09:40:00-05:00,2026-01-21 09:45:00-05:00,601.42,602.9334523076923,7,-10.594166153846231,3.6088808482806156,-14.203047002126846,6,0.8833959048409354,-1.000000000000008,stop_loss
MSFT,short,2026-01-21 09:40:00-05:00,2026-01-21 09:45:00-05:00,448.66,449.6488938461539,10,-9.888938461538714,3.8462854478738464,-13.73522390941256,6,1.1265823032866418,-1.000000000000025,stop_loss
XOM,long,2026-01-21 09:35:00-05:00,2026-01-21 09:45:00-05:00,133.05,132.7413823076923,35,-10.801619230769717,3.9913143672930778,-14.792933598062795,11,0.6170373780007333,-1.0000000000000457,stop_loss
LYFT,short,2026-01-21 09:45:00-05:00,2026-01-21 09:46:00-05:00,18.24,18.307307692307692,261,-17.567307692307978,10.791831955153846,-28.359139647461824,2,1.029057874351744,-1.0000000000000175,stop_loss
AAPL,short,2026-01-21 09:40:00-05:00,2026-01-21 09:47:00-05:00,246.54,247.09084615384614,19,-10.466076923076884,4.0186382437076915,-14.484715166784575,8,0.8617392230446757,-0.9999999999999968,stop_loss
HOOD,long,2026-01-21 09:39:00-05:00,2026-01-21 09:50:00-05:00,107.13,106.60767076923077,44,-22.98248615384614,4.037834924423384,-27.02032107826952,12,0.8673135213128348,-0.9999999999999993,stop_loss
UBER,short,2026-01-21 09:38:00-05:00,2026-01-21 09:52:00-05:00,83.51,83.78231923076923,57,-15.522196153845954,4.098280287514616,-19.620476441360573,15,0.6897681185445664,-0.9999999999999876,stop_loss
WFC,long,2026-01-21 09:35:00-05:00,2026-01-21 09:54:00-05:00,87.31,87.07825538461539,54,-12.514209230769126,4.046505965291078,-16.560715196060205,20,0.596899172843003,-0.9999999999999915,stop_loss
