sym,dir,entry_time,exit_time,entry,exit,shares,gross,costs,net,bars,rvol,r_mult,reason
JPM,short,2026-01-13 09:37:00-05:00,2026-01-13 09:37:00-05:00,321.11,322.535,15,-21.37500000000017,4.135249965,-25.51024996500017,1,2.7056716198025423,-2.1927851745232267,stop_loss
WFC,short,2026-01-13 09:37:00-05:00,2026-01-13 09:37:00-05:00,95.0413,95.275,52,-12.152399999999943,4.25096428328,-16.403364283279945,1,1.726152655907614,-1.299132799671586,stop_loss
BA,long,2026-01-13 09:35:00-05:00,2026-01-13 09:40:00-05:00,243.908,243.3579069230769,20,-11.001861538461526,4.175687099633846,-15.177548638095372,6,1.8610094932404406,-0.9999999999999988,stop_loss
AMD,long,2026-01-13 09:41:00-05:00,2026-01-13 09:41:00-05:00,221.24,219.77,22,-32.339999999999975,4.157913716000001,-36.49791371599998,1,3.5927799193736454,-1.869369149050641,stop_loss
AFRM,short,2026-01-13 09:39:00-05:00,2026-01-13 09:42:00-05:00,74.82,75.16528692307692,66,-22.78893692307716,4.256716579215693,-27.045653502292854,4,1.5637641571101402,-1.0000000000000109,stop_loss
SMCI,short,2026-01-13 09:43:00-05:00,2026-01-13 09:43:00-05:00,29.15,29.2933,170,-24.360999999999997,7.132643035799999,-31.493643035799998,1,3.1075829710894913,-1.192645279419203,stop_loss
ADBE,short,2026-01-13 10:00:00-05:00,2026-01-13 15:55:00-05:00,319.775,309.93,15,147.67499999999956,4.045796985000001,143.62920301499958,356,1.9927142477204574,11.263171975351854,eod_win
C,short,2026-01-14 09:35:00-05:00,2026-01-14 09:35:00-05:00,115.785,116.08453769230769,43,-12.88012076923087,4.279608893665077,-17.15972966289595,1,2.133253955155938,-1.0000000000000087,stop_loss
MRNA,long,2026-01-14 09:35:00-05:00,2026-01-14 09:35:00-05:00,40.6155,40.389671538461535,122,-27.551072307692422,5.195241139789847,-32.74631344748227,1,2.3288600037386753,-1.0000000000000042,stop_loss
CRM,long,2026-01-14 09:35:00-05:00,2026-01-14 09:35:00-05:00,241.6,240.83,20,-15.399999999999636,4.13431108,-19.534311079999636,1,2.5774032677920387,-1.1352063671354646,stop_loss
JPM,long,2026-01-14 09:36:00-05:00,2026-01-14 09:36:00-05:00,311.0,310.1,16,-14.399999999999636,4.25661728,-18.656617279999637,1,1.965583989034128,-1.3662957037590306,stop_loss
INTC,short,2026-01-14 09:36:00-05:00,2026-01-14 09:36:00-05:00,47.89,48.3576,103,-48.16279999999973,4.42979137784,-52.59259137783973,1,1.842904410968827,-1.9988491195764644,stop_loss
MARA,short,2026-01-14 09:35:00-05:00,2026-01-14 09:37:00-05:00,10.95,11.010992307692307,455,-27.751500000000043,18.628844591700002,-46.38034459170004,3,2.2507498604745475,-1.0000000000000016,stop_loss
RIOT,short,2026-01-14 09:35:00-05:00,2026-01-14 09:38:00-05:00,16.97,17.059570769230767,293,-26.24423538461506,12.094460465743694,-38.33869585035875,4,2.082591789556301,-0.9999999999999873,stop_loss
