,0
0,100000.0
1,100000.0
2,100000.0
3,100000.0
4,100000.0
5,100000.0
6,100000.0
7,100000.0
8,100000.0
9,100000.0
10,100000.0
11,100000.0
12,100000.0
13,100000.0
14,100000.0
15,100000.0
16,100000.0
17,100000.0
18,100000.0
19,100000.0
20,100000.0
21,100000.0
22,100000.0
23,100000.0
24,100000.0
25,100000.0
26,100000.0
27,100000.0
28,100000.0
29,100000.0
30,100000.0
31,100000.0
32,100000.0
33,100000.0
34,100000.0
35,100000.0
36,100000.0
37,100000.0
38,100000.0
39,100000.0
40,100000.0
41,100000.0
42,100000.0
43,100000.0
44,100000.0
45,100000.0
46,100000.0
47,100000.0
48,100000.0
49,100000.0
50,100000.0
51,100000.0
52,100000.0
53,100000.0
54,100000.0
55,100000.0
56,100000.0
57,100000.0
58,100000.0
59,100000.0
60,100000.0
61,100000.0
62,100000.0
63,100000.0
64,100000.0
65,100000.0
66,100000.0
67,100000.0
68,100000.0
69,100000.0
70,100000.0
71,100000.0
72,100000.0
73,100000.0
74,100000.0
75,100000.0
76,100000.0
77,100000.0
78,100000.0
79,100000.0
80,100000.0
81,100000.0
82,100000.0
83,100000.0
84,100000.0
85,100000.0
86,100000.0
87,100000.0
88,100000.0
89,100000.0
90,100000.0
91,100000.0
92,100000.0
93,100000.0
94,100000.0
95,100000.0
96,100000.0
97,100000.0
98,100000.0
99,100000.0
100,100000.0
101,100000.0
102,100000.0
103,100000.0
104,100000.0
105,100000.0
106,100000.0
107,100000.0
108,100000.0
109,100000.0
110,100000.0
111,100000.0
112,100000.0
113,100000.0
114,100000.0
115,100000.0
116,100000.0
117,100000.0
118,100000.0
119,100000.0
120,100000.0
121,100000.0
122,100000.0
123,100000.0
124,100000.0
125,100000.0
126,100000.0
127,100000.0
128,100000.0
129,100000.0
130,100000.0
131,100000.0
132,100000.0
133,100000.0
134,100000.0
135,100000.0
136,100000.0
137,100000.0
138,100000.0
139,100000.0
140,100000.0
141,100000.0
142,100000.0
143,100000.0
144,100000.0
145,100000.0
146,100000.0
147,100000.0
148,100000.0
149,100000.0
150,100000.0
151,100000.0
152,100000.0
153,100000.0
154,100000.0
155,100000.0
156,100000.0
157,100000.0
158,100000.0
159,100000.0
160,100000.0
161,100000.0
162,100000.0
163,100000.0
164,100000.0
165,100000.0
166,100000.0
167,100000.0
168,100000.0
169,100000.0
170,100000.0
171,100000.0
172,100000.0
173,100000.0
174,100000.0
175,100000.0
176,100000.0
177,100000.0
178,100000.0
179,100000.0
180,100000.0
181,100000.0
182,100000.0
183,100000.0
184,100000.0
185,100000.0
186,100000.0
187,100000.0
188,100000.0
189,100000.0
190,100000.0
191,100000.0
192,100000.0
193,100000.0
194,100000.0
195,100000.0
196,100000.0
197,100000.0
198,100000.0
199,100000.0
200,100000.0
201,100000.0
202,100000.0
203,100000.0
204,100000.0
205,100000.0
206,100000.0
207,100000.0
208,100000.0
209,100000.0
210,100000.0
211,100000.0
212,100000.0
213,100000.0
214,100000.0
215,100000.0
216,100000.0
217,100000.0
218,100000.0
219,100000.0
220,100000.0
221,100000.0
222,100000.0
223,100000.0
224,100000.0
225,100000.0
226,100000.0
227,100000.0
228,100000.0
229,100000.0
230,100000.0
231,100000.0
232,100000.0
233,100000.0
234,100000.0
235,100000.0
236,100000.0
237,100000.0
238,100000.0
239,100000.0
240,100000.0
241,100000.0
242,100000.0
243,100000.0
244,100000.0
245,100000.0
246,100000.0
247,100000.0
248,100000.0
249,100000.0
250,100000.0
251,100000.0
252,100000.0
253,100000.0
254,100000.0
255,100000.0
256,100000.0
257,100000.0
258,100000.0
259,100000.0
260,100000.0
261,100000.0
262,100000.0
263,100000.0
264,100000.0
265,100000.0
266,100000.0
267,100000.0
268,100000.0
269,100000.0
270,100000.0
271,100000.0
272,100000.0
273,100000.0
274,100000.0
275,100000.0
276,100000.0
277,100000.0
278,100000.0
279,100000.0
280,100000.0
281,100000.0
282,100000.0
283,100000.0
284,100000.0
285,100000.0
286,100000.0
287,100000.0
288,100000.0
289,100000.0
290,100000.0
291,100000.0
292,100000.0
293,100000.0
294,100000.0
295,100000.0
296,100000.0
297,100000.0
298,100000.0
299,99980.79625
300,100084.78125739924
301,100084.78125739924
302,100084.78125739924
303,100084.78125739924
304,100084.78125739924
305,100084.78125739924
306,100084.78125739924
307,100084.78125739924
308,100084.78125739924
309,100084.78125739924
310,100084.78125739924
311,100084.78125739924
312,100084.78125739924
313,100084.78125739924
314,100084.78125739924
315,100084.78125739924
316,100084.78125739924
317,100084.78125739924
318,100084.78125739924
319,100084.78125739924
320,100084.78125739924
321,100084.78125739924
322,100084.78125739924
323,100084.78125739924
324,100084.78125739924
325,100084.78125739924
326,100084.78125739924
327,100084.78125739924
328,100084.78125739924
329,100084.78125739924
330,100084.78125739924
331,100084.78125739924
332,100084.78125739924
333,100084.78125739924
334,100084.78125739924
335,100084.78125739924
336,100084.78125739924
337,100084.78125739924
338,100084.78125739924
339,100084.78125739924
340,100084.78125739924
341,100084.78125739924
342,100084.78125739924
343,100084.78125739924
344,100084.78125739924
345,100084.78125739924
346,100084.78125739924
347,100084.78125739924
348,100084.78125739924
349,100084.78125739924
350,100084.78125739924
351,100084.78125739924
352,100084.78125739924
353,100084.78125739924
354,100084.78125739924
355,100084.78125739924
356,100084.78125739924
357,100084.78125739924
358,100084.78125739924
359,100084.78125739924
360,100084.78125739924
361,100084.78125739924
362,100084.78125739924
363,100084.78125739924
364,100084.78125739924
365,100084.78125739924
366,100084.78125739924
367,100084.78125739924
368,100084.78125739924
369,100084.78125739924
370,100084.78125739924
371,100084.78125739924
372,100084.78125739924
373,100084.78125739924
374,100084.78125739924
375,100084.78125739924
376,100084.78125739924
377,100084.78125739924
378,100084.78125739924
379,100084.78125739924
380,100084.78125739924
381,100084.78125739924
382,100084.78125739924
383,100084.78125739924
384,100084.78125739924
385,100084.78125739924
386,100084.78125739924
387,100084.78125739924
388,100084.78125739924
389,100084.78125739924
390,100084.78125739924
391,100084.78125739924
392,100084.78125739924
393,100084.78125739924
394,100084.78125739924
395,100084.78125739924
396,100084.78125739924
397,100084.78125739924
398,100084.78125739924
399,100084.78125739924
400,100084.78125739924
401,100084.78125739924
402,100084.78125739924
403,100084.78125739924
404,100084.78125739924
405,100084.78125739924
406,100084.78125739924
407,100084.78125739924
408,100084.78125739924
409,100084.78125739924
410,100084.78125739924
411,100084.78125739924
412,100084.78125739924
413,100084.78125739924
414,100084.78125739924
415,100084.78125739924
416,100084.78125739924
417,100084.78125739924
418,100084.78125739924
419,100084.78125739924
420,100084.78125739924
421,100084.78125739924
422,100084.78125739924
423,100084.78125739924
424,100084.78125739924
425,100084.78125739924
426,100084.78125739924
427,100084.78125739924
428,100084.78125739924
429,100084.78125739924
430,100084.78125739924
431,100084.78125739924
432,100084.78125739924
433,100084.78125739924
434,100084.78125739924
435,100084.78125739924
436,100084.78125739924
437,100084.78125739924
438,100084.78125739924
439,100084.78125739924
440,100084.78125739924
441,100084.78125739924
442,100084.78125739924
443,100084.78125739924
444,100084.78125739924
445,100084.78125739924
446,100084.78125739924
447,100084.78125739924
448,100084.78125739924
449,100084.78125739924
450,100084.78125739924
451,100084.78125739924
452,100084.78125739924
453,100084.78125739924
454,100084.78125739924
455,100084.78125739924
456,100084.78125739924
457,100084.78125739924
458,100084.78125739924
459,100084.78125739924
460,100084.78125739924
461,100084.78125739924
462,100084.78125739924
463,100084.78125739924
464,100084.78125739924
465,100084.78125739924
466,100084.78125739924
467,100084.78125739924
468,100084.78125739924
469,100084.78125739924
470,100084.78125739924
471,100084.78125739924
472,100084.78125739924
473,100084.78125739924
474,100084.78125739924
475,100084.78125739924
476,100084.78125739924
477,100084.78125739924
478,100084.78125739924
479,100084.78125739924
480,100084.78125739924
481,100084.78125739924
482,100084.78125739924
483,100084.78125739924
484,100084.78125739924
485,100084.78125739924
486,100084.78125739924
487,100084.78125739924
488,100084.78125739924
489,100084.78125739924
490,100084.78125739924
491,100084.78125739924
492,100084.78125739924
493,100084.78125739924
494,100084.78125739924
495,100084.78125739924
496,100084.78125739924
497,100084.78125739924
498,100084.78125739924
499,100084.78125739924
500,100084.78125739924
501,100084.78125739924
502,100084.78125739924
503,100084.78125739924
504,100084.78125739924
505,100084.78125739924
506,100084.78125739924
507,100084.78125739924
508,100084.78125739924
509,100084.78125739924
510,100084.78125739924
511,100084.78125739924
512,100084.78125739924
513,100084.78125739924
514,100084.78125739924
515,100084.78125739924
516,100084.78125739924
517,100084.78125739924
518,100084.78125739924
519,100084.78125739924
520,100084.78125739924
521,100084.78125739924
522,100084.78125739924
523,100084.78125739924
524,100084.78125739924
525,100084.78125739924
526,100084.78125739924
527,100084.78125739924
528,100084.78125739924
529,100084.78125739924
530,100084.78125739924
531,100084.78125739924
532,100084.78125739924
533,100084.78125739924
534,100084.78125739924
535,100084.78125739924
536,100084.78125739924
537,100084.78125739924
538,100084.78125739924
539,100084.78125739924
540,100084.78125739924
541,100084.78125739924
542,100084.78125739924
543,100084.78125739924
544,100084.78125739924
545,100084.78125739924
546,100084.78125739924
547,100084.78125739924
548,100084.78125739924
549,100084.78125739924
550,100084.78125739924
551,100084.78125739924
552,100084.78125739924
553,100084.78125739924
554,100084.78125739924
555,100084.78125739924
556,100084.78125739924
557,100084.78125739924
558,100084.78125739924
559,100084.78125739924
560,100084.78125739924
561,100084.78125739924
562,100084.78125739924
563,100084.78125739924
564,100084.78125739924
565,100084.78125739924
566,100084.78125739924
567,100084.78125739924
568,100084.78125739924
569,100084.78125739924
570,100084.78125739924
571,100084.78125739924
572,100084.78125739924
573,100084.78125739924
574,100084.78125739924
575,100084.78125739924
576,100084.78125739924
577,100084.78125739924
578,100084.78125739924
579,100084.78125739924
580,100084.78125739924
581,100084.78125739924
582,100084.78125739924
583,100084.78125739924
584,100084.78125739924
585,100084.78125739924
586,100084.78125739924
587,100084.78125739924
588,100084.78125739924
589,100084.78125739924
590,100084.78125739924
591,100084.78125739924
592,100084.78125739924
593,100084.78125739924
594,100084.78125739924
595,100084.78125739924
596,100084.78125739924
597,100084.78125739924
598,100084.78125739924
599,100084.78125739924
600,100084.78125739924
601,100084.78125739924
602,100084.78125739924
603,100084.78125739924
604,100084.78125739924
605,100084.78125739924
606,100084.78125739924
607,100084.78125739924
608,100084.78125739924
609,100084.78125739924
610,100084.78125739924
611,100084.78125739924
612,100084.78125739924
613,100084.78125739924
614,100084.78125739924
615,100084.78125739924
616,100084.78125739924
617,100084.78125739924
618,100084.78125739924
619,100084.78125739924
620,100084.78125739924
621,100084.78125739924
622,100084.78125739924
623,100084.78125739924
624,100084.78125739924
625,100084.78125739924
626,100084.78125739924
627,100084.78125739924
628,100084.78125739924
629,100084.78125739924
630,100084.78125739924
631,100084.78125739924
632,100084.78125739924
633,100084.78125739924
634,100084.78125739924
635,100084.78125739924
636,100084.78125739924
637,100084.78125739924
638,100084.78125739924
639,100084.78125739924
640,100084.78125739924
641,100084.78125739924
642,100084.78125739924
643,100084.78125739924
644,100084.78125739924
645,100084.78125739924
646,100084.78125739924
647,100084.78125739924
648,100084.78125739924
649,100084.78125739924
650,100084.78125739924
651,100084.78125739924
652,100084.78125739924
653,100084.78125739924
654,100084.78125739924
655,100084.78125739924
656,100084.78125739924
657,100084.78125739924
658,100084.78125739924
659,100084.78125739924
660,100084.78125739924
661,100084.78125739924
662,100084.78125739924
663,100084.78125739924
664,100084.78125739924
665,100084.78125739924
666,100084.78125739924
667,100084.78125739924
668,100084.78125739924
669,100084.78125739924
670,100084.78125739924
671,100084.78125739924
672,100084.78125739924
673,100084.78125739924
674,100084.78125739924
675,100084.78125739924
676,100084.78125739924
677,100084.78125739924
678,100084.78125739924
679,100084.78125739924
680,100084.78125739924
681,100084.78125739924
682,100084.78125739924
683,100084.78125739924
684,100084.78125739924
685,100084.78125739924
686,100084.78125739924
687,100084.78125739924
688,100084.78125739924
689,100084.78125739924
690,100084.78125739924
691,100084.78125739924
692,100084.78125739924
693,100084.78125739924
694,100084.78125739924
695,100084.78125739924
696,100084.78125739924
697,100084.78125739924
698,100084.78125739924
699,100084.78125739924
700,100084.78125739924
701,100084.78125739924
702,100084.78125739924
703,100084.78125739924
704,100084.78125739924
705,100084.78125739924
706,100084.78125739924
707,100084.78125739924
708,100084.78125739924
709,100084.78125739924
710,100084.78125739924
711,100084.78125739924
712,100084.78125739924
713,100084.78125739924
714,100084.78125739924
715,100084.78125739924
716,100084.78125739924
717,100084.78125739924
718,100084.78125739924
719,100084.78125739924
720,100084.78125739924
721,100084.78125739924
722,100084.78125739924
723,100084.78125739924
724,100084.78125739924
725,100084.78125739924
726,100084.78125739924
727,100084.78125739924
728,100084.78125739924
729,100084.78125739924
730,100084.78125739924
731,100084.78125739924
732,100084.78125739924
733,100084.78125739924
734,100084.78125739924
735,100084.78125739924
736,100084.78125739924
737,100084.78125739924
738,100084.78125739924
739,100084.78125739924
740,100084.78125739924
741,100084.78125739924
742,100084.78125739924
743,100084.78125739924
744,100084.78125739924
745,100084.78125739924
746,100084.78125739924
747,100084.78125739924
748,100084.78125739924
749,100084.78125739924
750,100084.78125739924
751,100084.78125739924
752,100084.78125739924
753,100084.78125739924
754,100084.78125739924
755,100084.78125739924
756,100084.78125739924
757,100084.78125739924
758,100084.78125739924
759,100084.78125739924
760,100084.78125739924
761,100084.78125739924
762,100084.78125739924
763,100084.78125739924
764,100084.78125739924
765,100084.78125739924
766,100084.78125739924
767,100084.78125739924
768,100084.78125739924
769,100084.78125739924
770,100084.78125739924
771,100084.78125739924
772,100084.78125739924
773,100084.78125739924
774,100084.78125739924
775,100084.78125739924
776,100084.78125739924
777,100084.78125739924
778,100084.78125739924
779,100084.78125739924
780,100084.78125739924
781,100084.78125739924
782,100084.78125739924
783,100084.78125739924
784,100084.78125739924
785,100084.78125739924
786,100084.78125739924
787,100084.78125739924
788,100084.78125739924
789,100084.78125739924
790,100084.78125739924
791,100084.78125739924
792,100084.78125739924
793,100084.78125739924
794,100084.78125739924
795,100084.78125739924
796,100084.78125739924
797,100084.78125739924
798,100084.78125739924
799,100084.78125739924
800,100084.78125739924
801,100084.78125739924
802,100084.78125739924
803,100084.78125739924
804,100084.78125739924
805,100084.78125739924
806,100084.78125739924
807,100084.78125739924
808,100084.78125739924
809,100084.78125739924
810,100084.78125739924
811,100084.78125739924
812,100084.78125739924
813,100084.78125739924
814,100084.78125739924
815,100084.78125739924
816,100084.78125739924
817,100084.78125739924
818,100084.78125739924
819,100084.78125739924
820,100084.78125739924
821,100084.78125739924
822,100084.78125739924
823,100084.78125739924
824,100084.78125739924
825,100084.78125739924
826,100084.78125739924
827,100084.78125739924
828,100084.78125739924
829,100084.78125739924
830,100084.78125739924
831,100084.78125739924
832,100084.78125739924
833,100084.78125739924
834,100084.78125739924
835,100084.78125739924
836,100084.78125739924
837,100084.78125739924
838,100084.78125739924
839,100084.78125739924
840,100084.78125739924
841,100084.78125739924
842,100084.78125739924
843,100084.78125739924
844,100084.78125739924
845,100084.78125739924
846,100084.78125739924
847,100084.78125739924
848,100084.78125739924
849,100084.78125739924
850,100084.78125739924
851,100084.78125739924
852,100084.78125739924
853,100084.78125739924
854,100084.78125739924
855,100084.78125739924
856,100084.78125739924
857,100084.78125739924
858,100084.78125739924
859,100084.78125739924
860,100084.78125739924
861,100084.78125739924
862,100084.78125739924
863,100084.78125739924
864,100084.78125739924
865,100084.78125739924
866,100084.78125739924
867,100084.78125739924
868,100084.78125739924
869,100084.78125739924
870,100084.78125739924
871,100084.78125739924
872,100084.78125739924
873,100084.78125739924
874,100084.78125739924
875,100084.78125739924
876,100084.78125739924
877,100084.78125739924
878,100084.78125739924
879,100084.78125739924
880,100084.78125739924
881,100084.78125739924
882,100084.78125739924
883,100084.78125739924
884,100074.77913864925
885,100072.46613864924
886,100139.02913864923
887,100094.05413864924
888,100113.32913864923
889,100016.95413864923
890,99894.87913864924
891,99920.57913864923
892,99824.20413864923
893,99875.60413864924
894,99811.35413864924
895,99759.95413864923
896,99569.55291734757
897,99569.55291734757
898,99569.55291734757
899,99569.55291734757
900,99569.55291734757
901,99569.55291734757
902,99569.55291734757
903,99569.55291734757
904,99569.55291734757
905,99569.55291734757
906,99569.55291734757
907,99569.55291734757
908,99569.55291734757
909,99569.55291734757
910,99569.55291734757
911,99569.55291734757
912,99569.55291734757
913,99569.55291734757
914,99569.55291734757
915,99569.55291734757
916,99569.55291734757
917,99569.55291734757
918,99569.55291734757
919,99569.55291734757
920,99569.55291734757
921,99569.55291734757
922,99569.55291734757
923,99569.55291734757
924,99569.55291734757
925,99569.55291734757
926,99569.55291734757
927,99569.55291734757
928,99569.55291734757
929,99569.55291734757
930,99569.55291734757
931,99569.55291734757
932,99569.55291734757
933,99569.55291734757
934,99569.55291734757
935,99569.55291734757
936,99569.55291734757
937,99569.55291734757
938,99569.55291734757
939,99569.55291734757
940,99569.55291734757
941,99569.55291734757
942,99569.55291734757
943,99569.55291734757
944,99569.55291734757
945,99569.55291734757
946,99569.55291734757
947,99569.55291734757
948,99569.55291734757
949,99569.55291734757
950,99569.55291734757
951,99569.55291734757
952,99569.55291734757
953,99569.55291734757
954,99569.55291734757
955,99569.55291734757
956,99569.55291734757
957,99569.55291734757
958,99569.55291734757
959,99569.55291734757
960,99569.55291734757
961,99569.55291734757
962,99569.55291734757
963,99569.55291734757
964,99569.55291734757
965,99569.55291734757
966,99569.55291734757
967,99569.55291734757
968,99569.55291734757
969,99569.55291734757
970,99569.55291734757
971,99569.55291734757
972,99569.55291734757
973,99569.55291734757
974,99569.55291734757
975,99569.55291734757
976,99569.55291734757
977,99569.55291734757
978,99569.55291734757
979,99569.55291734757
980,99569.55291734757
981,99569.55291734757
982,99569.55291734757
983,99569.55291734757
984,99569.55291734757
985,99569.55291734757
986,99569.55291734757
987,99569.55291734757
988,99569.55291734757
989,99569.55291734757
990,99569.55291734757
991,99569.55291734757
992,99569.55291734757
993,99569.55291734757
994,99569.55291734757
995,99569.55291734757
996,99569.55291734757
997,99569.55291734757
998,99569.55291734757
999,99569.55291734757
1000,99569.55291734757
1001,99569.55291734757
1002,99569.55291734757
1003,99569.55291734757
1004,99569.55291734757
1005,99569.55291734757
1006,99569.55291734757
1007,99569.55291734757
1008,99569.55291734757
1009,99569.55291734757
1010,99569.55291734757
1011,99569.55291734757
1012,99569.55291734757
1013,99569.55291734757
1014,99569.55291734757
1015,99569.55291734757
1016,99569.55291734757
1017,99569.55291734757
1018,99569.55291734757
1019,99569.55291734757
1020,99569.55291734757
1021,99569.55291734757
1022,99569.55291734757
1023,99569.55291734757
1024,99569.55291734757
1025,99569.55291734757
1026,99569.55291734757
1027,99569.55291734757
1028,99569.55291734757
1029,99569.55291734757
1030,99569.55291734757
1031,99569.55291734757
1032,99569.55291734757
1033,99569.55291734757
1034,99569.55291734757
1035,99569.55291734757
1036,99569.55291734757
1037,99569.55291734757
1038,99569.55291734757
1039,99569.55291734757
1040,99569.55291734757
1041,99569.55291734757
1042,99569.55291734757
1043,99569.55291734757
1044,99569.55291734757
1045,99569.55291734757
1046,99569.55291734757
1047,99569.55291734757
1048,99569.55291734757
1049,99569.55291734757
1050,99569.55291734757
1051,99569.55291734757
1052,99569.55291734757
1053,99569.55291734757
1054,99569.55291734757
1055,99569.55291734757
